Comment Number,Comment Content,Processed comments
219,So hes bringing new oppportuninties to new people  anwyawy trump is more human and ur failing at that 😢 😅 😂 wtv dude who cares,he bringing new oppportuninties new people anwyawy trump human failing wtv dude care
220,Trump will win people bit he will take us to ww3,trump win people bit take u ww
221,But new people will come with trump,new people come trump
222,"“You called my son a loser AND a sucker. Well he’s not, you’re the loser and sucker😒” <br><br> “That’s not true you made that up and you should apologize to me right now.  ”<br><br>Wow just wow",called son loser sucker well not loser sucker not true made apologize right wow wow
223,U should change more nubba,change nubba
224,U should change more ur making same expressions as hillary,change making expression hillary
225,Niden ur missing trump part redness,niden missing trump part redness
226,Just 4more years,year
227,"But if biden would win, we would be living better",biden would win would living better
228,"Summary of the debate between two candidate presidents of the world&#39;s super power:<br><br>Trump: You are the worst president in the history of the US.<br>Biden: No, you are the worst, I am the best.<br>Trump: No, I am the best, you are the worst.<br>Biden: The IDEA...that I am the worst is outrageous - number 1. Number 2, you are the worst.<br>Trump: You are the worst president in the history....<br><br>And on and on..",summary debate two candidate president world super powertrump worst president history usbiden worst besttrump best worstbiden ideathat worst outrageous number number worsttrump worst president historyand
229,Biden lost bcuz hes missing trumps part. Too baaaadd,biden lost bcuz he missing trump part baaaadd
230,At this point feeding Joe to Trump is just straight up disrespect to Trump.. ..come on mann ... Give Trump an atleast half Joe&#39;s age person,point feeding joe trump straight disrespect trump come mann give trump atleast half joes age person
231,Biden talking about protecting seniors while he lets his handlers drug him and prop him up on the world stage to make a fool of himself is not only rich but sadly ironic.,biden talking protecting senior let u handler drug prop world stage make fool not rich sadly ironic
232,All u guys go vote for trump,guy go vote trump
233,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2562"">42:42</a> wow dude as if you reallly care",wow dude reallly care
234,The capitol riot for example was such a dodge by trump,capitol riot example dodge trump
235,Thank god i live in Europa,thank god live europa
236,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5045"">1:24:05</a> he’s lying he’s not a 6 handicap",lying not handicap
237,"Why do we want a president that can’t stop with the cursing. I can’t believe that Joe Biden goes on National TV and forgets what he’s saying. Why would we want a president that is so far away from God! Please don’t re-elect this man, that is willing to let the killing of innocent children go on.",want president not stop cursing not believe joe biden go national tv forgets saying would want president far away god please not reelect man willing let killing innocent child go
239,"Being a Swede, I could answer the very first question about the economy easily. None of them answered the question. They started pissing on each other from the 1st second. Why can&#39;t they just focus on the questions? Well, my question is rhetoric. We know the answer. It saddens me to see the US falling like this.",swede could answer first question economy easily none answered question started pissing st second not focus question well question rhetoric know answer saddens see u falling like
240,God Bless America! Go President Biden  Take your time and Keep your cool ! # America Wins!❤❤❤,god bless america go president biden take time keep cool america win
241,Bidens response at the first immigration sentence really knocked me out 😅 what was that even 😂,bidens response first immigration sentence really knocked even
242,Trump cooked biden,trump cooked biden
243,Messi 🐐,messi
244,Nice trailer for This Is America 2 by Sasha Baron Cohen.,nice trailer america sasha baron cohen
245,Ya&#39;ll leave Joe alone! He&#39;s doing a great job getting Donald Trump re-elected!,yall leave joe alone great job getting donald trump reelected
246,"Rules of debate were made to disadvantage Trump,but was advantage to him😂😂😂",rule debate made disadvantage trumpbut advantage
247,"My favorite part was when CNN bragged about how they were gonna fact check the debate, and then proceeded to not once fact check the debate.",favorite part cnn bragged going fact check debate proceeded not fact check debate
248,Is this America or some Irish funny prime time comedy show Mrs brown 😂😂😂😂,america irish funny prime time comedy show mr brown
249,Run Biden RUN,run biden run
250,Trump did a great job. Kudos,trump great job kudos
251,biden is not fit for us president. love for trump from India,biden not fit u president love trump india
252,Biden ran for president so Trump would not get the job. Not because he is capable. Good to know..,biden ran president trump would not get job not capable good know
253,"We don&#39;t need to &quot;significantly increase &quot; -biden , ANYTHING <br> we are being bent over in every way shape and form it&#39;s horrible .<br> Our families are struggling!! <br> <a href=""http://www.youtube.com/results?search_query=%23trump2025"">#Trump2025</a>!!!!",not need significantly increase biden anything bent every way shape form horrible family struggling trump
254,"Trump must be intelligent to be able to focus on what Biden is saying and decipher it without loosing focus.  <br><br>Biden actually is a lot more intelligible than I was expecting, but he still fumbles his words so often that it is difficult to track what he is saying.",trump must intelligent able focus biden saying decipher without loosing focus biden actually lot intelligible expecting still fumble word often difficult track saying
