Comment Number,Comment Content,Processed comments
4106,I am a diabetic and I pay over $200 for my novalog so that’s a LIE!,diabetic pay novalog lie
4107,"This was a pain to watch. One one side what was once an uninteresting but competent administrator is showing signs of age, on the other a convicted criminal and pathological liar. These are the best options the two parties could come up with?!",pain watch one one side uninteresting competent administrator showing sign age convicted criminal pathological liar best option two party could come
4108,CO TAKIEGO  Z ROSJA KONSZACHTY   JKTO ROBIL  ANILOLIOWIE?  aKNEJ,co takiego z rosja konszachty jkto robil aniloliowie aknej
4109,"Please, someone get a 35-year-old president for the US for elections, instead of having to choose between 2 expired presidents.",please someone get yearold president u election instead choose expired president
4110,I USED TO BE A DEM ILL BE VOTING REP THIS YEAR I CANT TRUST THE DEMS NO MORE,used dem ill voting rep year not trust dems
4111,BIDEN ABANDOND US YOUR VETS ARE LIVING IN THE STREETS HE IS A LIER LOOK AROUND ASK YOUR VETS I FEEL FOR THEM,biden abandond u vet living street lier look around ask vet feel
4112,Biden: 🥺😮😧,biden
4113,"We are entertaining the whole world now 🤦🏻‍♂️, stop embarrassing that old men , let him go enjoy the days he has left",entertaining whole world stop embarrassing old men let go enjoy day left
4114,THEY PASSED MARIJAWANA  AND TOOK BIDENS PILL MONEY  HE HAD COMING IN,passed marijawana took bidens pill money coming
4115,"Would&#39;ve loved to hear the response , &quot;more accessible mental health treatment&quot; for the fentanyl crisis &amp; not whatever garbage filler of a response that was but hey 🇺🇸🇺🇸🇺🇸🦅🦅🦅 real solutions aren&#39;t for us",would loved hear response accessible mental health treatment fentanyl crisis whatever garbage filler response hey real solution u
4116,"I really don’t know much about politics, but I do own a small business and the BEST my buisness ever was , was when trump was in office pre-covid! I’ve lost sooo much after covid and now a days people can’t afford to get their hair done when they can’t afford groceries and the tax and bills that went up <br>Js",really know much politics small business best buisness ever trump office precovid lost sooo much covid day people not afford get hair done not afford grocery tax bill went j
4117,"&quot;There is no nation that wouldn‘t wanna trade with us&quot; - Sure, in a country where you have to live from tips.",nation wouldnt want trade u sure country live tip
4118,Drinking game: every time Biden says “the idea” take a shot <br>You’ll be drunk before you know it!!,drinking game every time biden say idea take shot drunk know
4119,Here we go with the storming of the Capitol.. CNN haha stay on point Biden is a wreck of a President. Distraction from how terrible Bidens foreign policy is working out.,go storming capitol cnn haha stay point biden wreck president distraction terrible bidens foreign policy working
4120,Trump ran laps around this fool,trump ran lap around fool
4121,&quot;We found ourselves in a situation where...&quot;<br>&quot;Here&#39;s the deal&quot;,found situation wherehere deal
4122,Have you fired anybody before Joe? <br>Joe: 😟,fired anybody joe joe
4123,Why is the intro so dramatic 🛸 looks staged,intro dramatic look staged
4125,Trump is are president,trump president
4127,Drinking game: ever time Biden says “idea” take a shot <br>You’ll be drunk before you know it!!,drinking game ever time biden say idea take shot drunk know
4128,Joe answered all the questions and he knew all the fact - now he get chocolate chip ice cream,joe answered question knew fact get chocolate chip ice cream
4129,"Everyone has their faults and weaknesses, along with our government needing improvement. Which candidate has filed bankruptcy Multiple times and broke contracts with small businesses after work was completed?  Who is always right with everyone else being Wrong?  Which one takes responsibility for their own mistakes?  Who has had more comments proven wrong by fact checkers?  Who has fired everyone around him and showed no respect for others?  Think about which one has had more of their associates being charged with crimes and going to jail?",everyone fault weakness along government needing improvement candidate filed bankruptcy multiple time broke contract small business work completed always right everyone else wrong one take responsibility mistake comment proven wrong fact checker fired everyone around showed respect others think one associate charged crime going jail
4130,I was going to take a shot with every &quot;the idea&quot; but couldn&#39;t afford it,going take shot every idea could afford
4131,WOW 15000 NEW JOBS??? IN A COUNTRY OF 360 MILLION??? WOW I BET YOU&#39;RE SO PROUD!!,wow new job country million wow bet proud
4132,TRUMP 2024!! 🇺🇸,trump
4133,"Really, seriously exist someone that consider biden  be able to do anything?<br>Really... Are we looking at the same person?<br>He is undoubtedly ridiculous.<br>Really am I the only one that think that is so crazy that this is really happening?",really seriously exist someone consider biden able anythingreally looking personhe undoubtedly ridiculousreally one think crazy really happening
4134,"Biden talking is like AI <b>images</b> writing. You can spot a few letters and words here and there, but in the end it&#39;s gibverush connecting a few sentences.",biden talking ai image writing spot letter word end gibverush connecting sentence
4135,Trump 2024🎉🎉🎉🎉,trump
4136,Bidon dalej w pajęczynie kłamstw.,bidon dalej w pajeczynie kamstw
4137,"I think the rich need tax cuts. Why? It brings money back to America, if our bosses get tax cuts they can pay and hire more. So the business down the street that once had tax cuts now has to close and fire everybody because they can&#39;t afford to pay people because taxes are so high. That&#39;s basic economics.",think rich need tax cut brings money back america boss get tax cut pay hire business street tax cut close fire everybody not afford pay people tax high basic economics
4138,Joe Biden should apologize to Americans for running for President.,joe biden apologize american running president
4139,A 100 doll basket of groceries is now 200.. and I live in small town.,doll basket grocery live small town
4140,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1285"">21:25</a> who loves this scene?",love scene
4141,Q[paraphrased]: Childcare? <br>Biden: I&#39;m the best<br>Trump: No i&#39;m the best<br><br>Q [paraphrased]: Childcare? more expensive than rent? Any ideas<br>Trump: I&#39;m the best<br>Biden: No i&#39;m the best,qparaphrased childcare biden besttrump bestq paraphrased childcare expensive rent ideastrump bestbiden best
4142,Notice how Biden squints his eyes to read the scripts. It’s like he’s not even there he’s just saying what he sees.,notice biden squint eye read script even saying see
4143,Biden and the democrats lost this won... watch the end when Biden leaves the stage... he side steps down the stairs. 😂😂😂,biden democrat lost watch end biden leaf stage side step stair
4144,James Buchanan is the#1 worst president in the USA,james buchanan worst president usa
4145,He keeps saying idea but did he even try to find out why they attacked the white house on Jan.6. If he went and actually try to work and find out he would have known,keep saying idea even try find attacked white house jan went actually try work find would known
4146,"The lack of respect between them two. Also, does this remind you of a puppet show? Were the puppets are always arguing back and forth?",lack respect two also remind puppet show puppet always arguing back forth
4147,Support D. Trump,support trump
4149,I can’t believe what I’m hearing in this debate. U can see clearly that Biden will and would do anything to ruin Trump,not believe hearing debate see clearly biden would anything ruin trump
4150,"Brandon, old Brandon 😂",brandon old brandon
4151,Im not even 10 minutes in and its literally just them throwing shots at eachother,even minute literally throwing shot eachother
4152,"In this video, i see 1 guy who can fight and 1 who cannot even express himself. - I do not doubt who should sit in the white house.",video see guy fight not even express doubt sit white house
4153,God help us 🇺🇸 🙏,god help u
4154,Are these two really talking about golf during a presidential debate? Wow just wow,two really talking golf presidential debate wow wow
4155,Has anybody even asked WHY trump was on Epsteins list i wonder ??,anybody even asked trump epstein list wonder
4156,President Trump Debates To President AI/Robot 😂,president trump debate president airobot
4157,The Biden&#39;s ought to be ashamed of themselves for letting Joe go out there and look like a walking corpse. It was painful to see him struggling like that the whole time.,bidens ought ashamed letting joe go look walking corpse painful see struggling whole time
4158,Too big to rig.,big rig
4159,TRUMP 2024,trump
4160,Oh god. These people wicked to biden. Yall dont realize the man is hardly breathing. Wow,oh god people wicked biden realize man hardly breathing wow
4161,This is all theater.. what a joke,theater joke
4162,Who is ruling america???,ruling america
4163,"I really think Biden believes all what he is saying, because that is what his handlers told him. Everyone who is watching American &quot;news&quot; knows that Trump is correct when he says America is a failing country, it is no secret - Biden is the only one in the world who believes otherwise. On top of that ignorance, he is the biggest liar of them all!",really think biden belief saying handler told everyone watching american news know trump correct say america failing country secret biden one world belief otherwise top ignorance biggest liar
4164,"Poor Biden. His wife is mean for letting him get on stage and making a fool of himself like that. He&#39;s obviously dealing mental and health issues. I just seen an article that stated the reason he was so off is because he does better between 10am and 4pm. If anyone has dealt with the elderly, that called Alzheimers and or dementia.  Stop torturing Biden and put Trump back in office.  That&#39;s who should have been in office this whole time!!!! TRUMP!!!!!🎉",poor biden wife mean letting get stage making fool obviously dealing mental health issue seen article stated reason better pm anyone dealt elderly called alzheimers dementia stop torturing biden put trump back office office whole time trump
4165,No. One and no. Two 😅,one two
4166,"Biden looks frightened and needs to be taken to bed, its obvious hes not fit to be running a country and should retire and rest, he is just a face with paper and instructions, he wouldnt be able to do this debate without his ear piece telling him what to say",biden look frightened need taken bed obvious he fit running country retire rest face paper instruction would able debate without ear piece telling say
4167,If these aren&#39;t robot&#39;s then idk what they are. There&#39;s no way people like this exist.,robot know way people exist
4168,Joe Biden unluckily is too old...he seems to be so weak...his voice is only one sign for this weakness...Trump is rhetorically excellent.... nevertheless he is a liar..🎉🎉🎉,joe biden unluckily oldhe seems weakhis voice one sign weaknesstrump rhetorically excellent nevertheless liar
4169,They want you to pay 6% of your paycheck for social security. Meanwhile they selling billions of dollars to Ukraine. These guys are nuts,want pay paycheck social security meanwhile selling billion dollar ukraine guy nut
4170,He speaks like a Robot glitching.😅,speaks robot glitching
4171,orange man GOOD,orange man good
4172,is this even real,even real
4173,I love how these are the only 2 options 😂😂😂😂😂,love option
4174,Biden speaks like a robot lol,biden speaks robot lol
4175,I feel embarrassed after listening to Biden,feel embarrassed listening biden
4176,They held this debate before the parties officially choose their candidates for a reason. This wasn&#39;t a debate; this was the puppet master making the puppet walk the plank. Now all democrats see what republicans already knew. This gives the DNC an opportunity to switch Biden with someone with higher brain power and arms that are more posable than a lego. I really hope whoever they might pick is further left than Biden.,held debate party officially choose candidate reason debate puppet master making puppet walk plank democrat see republican already knew give dnc opportunity switch biden someone higher brain power arm posable lego really hope whoever might pick left biden
4177,"To non Americans insisting on Biden to be their Democratic candidate, is mind boggling. Is there no one else?",non american insisting biden democratic candidate mind boggling one else
4178,I&#39;m trying my best to understand what Biden is saying 😂,trying best understand biden saying
4179,The main thing is that both of them standing straight for 1 hour 😅,main thing standing straight hour
4180,Biden should step aside.,biden step aside
4181,Trump is a scammer,trump scammer
4182,Kamala Harris Best Opponent for Trump ❤❤ Any other please??,kamala harris best opponent trump please
4183,Donald Trump the world pease men he want stop 3rd word war,donald trump world pea men want stop rd word war
4184,Are you so for serious this cannot be the people you guys are choosing for president in your country 💀,serious not people guy choosing president country
4185,CNN? the Presidet of each country is elected by reach people,cnn presidet country elected reach people
4186,Did we all forget Epstein?,forget epstein
4187,"this was planned by deep state....alex jones and roger stone and many others have said FOR OVER A YEAR THEY WILL REPLACE BIDEN WITH MICHELE OBAMA ,,,THIS BAD DEBATE WAS PART OF PLAN that is why the news people all turned against him all at once in lockstep",planned deep statealex jones roger stone many others said year replace biden michele obama bad debate part plan news people turned lockstep
4188,"Biden starts the debate saying you need to limit the rent prices.. Oh, so the government knows better than the owners how much they need to rent it for?",biden start debate saying need limit rent price oh government know better owner much need rent
4190,we’re so cooked,cooked
4191,He didn&#39;t deny why he left our borders open. Smh,deny left border open smh
4192,"NO ONE BROKE DOWN DOORS AT THE CAPITOL BLDG<br>ON JANUARY 6TH,,,,TUCKER CARLSON PROVED IT<br>GUARDS LET THEM IN , ITS BEEN FILMED",one broke door capitol bldgon january thtucker carlson proved itguards let filmed
4193,rip biden,rip biden
4194,This debate is a joke everyone knows military especially CIA controls America 😂😂,debate joke everyone know military especially cia control america
4195,The way Trump dodged the question about climate change says a lot.,way trump dodged question climate change say lot
4196,It&#39;s cruel to make an old man pretend being a president for another 4 years.,cruel make old man pretend president another year
4197,Keep watching how people speak  and dont pay close attention y&#39;ll americans make a bad decision y&#39;ll will regret it 🇧🇧🇺🇸team biden all the way,keep watching people speak pay close attention yll american make bad decision yll regret team biden way
4198,what&#39;s up with Bidens forehead? that thing is nuts!!!,bidens forehead thing nut
4199,"Sorry but abortion should be stopped by preventing the problem and taking birth control, not taking a pill to kill the fetus,do we get relief from other mistakes we make??? Noo.  We mess up bad at or job we deal with consequence and I feel same with abortion.   It’s murder in my eyes and my savior Jesus Christ.   Love you all",sorry abortion stopped preventing problem taking birth control taking pill kill fetusdo get relief mistake make noo mess bad job deal consequence feel abortion murder eye savior jesus christ love
4200,Thumbs up if you see the All-Seeing eye in the (20)24😮👁️👎🏻🔼,thumb see allseeing eye
4201,Free Palestine ❗❗❗,free palestine
4202,"GHEE,,,,NO ONE MENTIONS<br>&#39;&#39;&#39;&#39;THE MINSK ACCORDS &#39;&#39;<br>THE EU AND USA, NATO - SIGNED<br><br>NATO WAS NOT TO BORDER RUSSIA= <br>UKRAINE. .....UKRAINE AGREED TO NEVER<br><br>TO BE IN..- NATO - ANYONE CARE<br>FOR TRUTH ANYMORE  ????<br>NATO IS A CRIMINAL ORGANAZATION<br><br>NATO AND EU,,,USA IGNORED THE<br>MINSK AGREEMENTS<br><br>THIS IS HORRIFIC.  COMPLETE DISHONESTY",gheeno one mentionsthe minsk accord eu usa nato signednato border russia ukraine ukraine agreed neverto nato anyone carefor truth anymore nato criminal organazationnato euusa ignored theminsk agreementsthis horrific complete dishonesty
4203,Oof.,oof
4204,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4584"">1:16:24</a> What did I heard???",heard
4205,"American money for American people, not Ukraines war, or the Ukraine presidents and generals pockets, how long can it last before America sends out a mayday call...✌️ ♥ 🌏",american money american people ukraine war ukraine president general pocket long last america sends mayday call
4206,"Biden has that 100 yr old gasp when talking… it’s almost like his meds are wearing off. Then he brought up sex with a porn star in the debate 🤭 “I don’t know what he’s talking about, I don’t even think he knows what he’s talking about” (Trump)😂😂😂",biden yr old gasp talking almost med wearing brought sex porn star debate know talking even think know talking trump
4207,Trump: Says literally anything.<br><br>Biden: The idea! 😒,trump say literally anythingbiden idea
4208,What did bydumb say...😂,bydumb say
4209,Biden looks lost and confused <br>Trump looks determined.<br><br>I just can&#39;t trust someone to work and lead this country out of the gutter who can&#39;t even work his way through a sentence.,biden look lost confused trump look determinedi not trust someone work lead country gutter not even work way sentence
4210,"Let me just say, as an Australian, that was very entertaining. 😁",let say australian entertaining
4211,A couple dusty old queefs in my opinion,couple dusty old queefs opinion
4212,Immigrants that were allowed to cross the border were given Medicaid with fertiity benefits. I am so sad for our country. We should not have to work 2 jobs with a college degree just to keep our bills paid. Living paycheck to paycheck.,immigrant allowed cross border given medicaid fertiity benefit sad country work job college degree keep bill paid living paycheck paycheck
4213,Biden&#39;s bits are probably impossible to subtitle.,bidens bit probably impossible subtitle
4214,America is doomed.,america doomed
4215,Can anyone explain to me why the US thinks it’s a great thing to support Israel?,anyone explain u think great thing support israel
4216,Why aren&#39;t either of them answering any of the questions they&#39;re asked😭😭,either answering question asked
4217,Biden told me to check online its actually linkins predeser that was voted worst pres,biden told check online actually linkins predeser voted worst pres
4218,Trump: nobody likes him I personally despise him everyone hates him.<br>Biden: you’re a liar pants on fire,trump nobody like personally despise everyone hate himbiden liar pant fire
4219,Facts Trump. TRUMP DID SOME GREAT THINGS,fact trump trump great thing
4220,Its like Donald Trump debating Ozzy Osbourne,donald trump debating ozzy osbourne
4221,"Biden Is The Worst American President Ever ,, He had no . match on Donald Trump ,,,, Trump did what he thinks the best for american.....",biden worst american president ever match donald trump trump think best american
4222,Nice speech! Love from China^ ^,nice speech love china
4223,Wow  I can&#39;t believe that the current President really is standing there trying to say that he has done anything even close to what President Trump had done for the American citizens. As soon as Biden took over gas prices started going up and everything else through our great country also. Jobs became harder to find. Truth is jobs were so much more plentiful.,wow not believe current president really standing trying say done anything even close president trump done american citizen soon biden took gas price started going everything else great country also job became harder find truth job much plentiful
4224,"Having watched the full debate, I believe Biden is simply too old for this role. He doesn&#39;t seem fit and his performance was quite concerning. I was surprised he could stand for that long, to be honest. In contrast, I think Trump can do a better job and we need someone like him in office.",watched full debate believe biden simply old role seem fit performance quite concerning surprised could stand long honest contrast think trump better job need someone office
4225,I wonder what happens if Eckhart  Tolle becomes the president of the US 🤔,wonder happens eckhart tolle becomes president u
4226,"<a href=""http://www.youtube.com/results?search_query=%2325thamendment"">#25thAmendment</a> @ElderAbuse prosecute Dr. Jill",thamendment elderabuse prosecute dr jill
4227,It should never be allowed past n 4 months! I also find it very hypocritical that you would be against an abortion at 4 months tops and yet you can flat out murder a living breathing person as a punishment,never allowed past n month also find hypocritical would abortion month top yet flat murder living breathing person punishment
4228,ironically asking American : Dont u have better candidate than these two old kids?😂,ironically asking american better candidate two old kid
4229,ya&#39;ll are cooked,yall cooked
4231,Good morning it&#39;s me for real aka Clarence Spencer aka meat meat good morning 🌞🌄,good morning real aka clarence spencer aka meat meat good morning
4232,"Plain and Simple........ FJB!!!🇺🇸<br><a href=""http://www.youtube.com/results?search_query=%23trump2024"">#Trump2024</a>",plain simple fjbtrump
4233,And it&#39;s very sad I don&#39;t like both parties but it&#39;s very clear Biden team got trump convicted cuz they are scared he will become president. How unfair and dirty is American politics. We are savage and I&#39;m embarrassed to be living in the USA I&#39;m actually researching places to retire in the future. America is not land of the free we will still pay lots money even after we retire. No ease of life..<br><br>Tbh it only makes me want to vote for Trump more now that he is convicted just to say FU to the baby boomers Democrat destroying our beautiful country. I&#39;m not team Republican or Democrat I&#39;m team me and the public opinion.<br><br>I base my choice on how I live daily. When Trump was president everything did seem more calm in the world. Prices were lower and taxes steady not to much hardcore war. Biden president food prices gone up. I have nothing against immigrants but they&#39;re are seen to be to much of them coming in rapidly. We can barely take care of our citizens let alone rapidly welcoming immigrants to come in another mouth to help n feed. Biden president so many chaos and war happening around the world as of 2024. It&#39;s crazy how it definitely feels like the Democrats Biden team are getting richer and I&#39;m an average middle class trying not to be in the poor zone. Even if I&#39;m poor I might be better off cuz then I can get free government cheese like how Obama Hilary Biden likes to support section 8 people.... Which is not fair for hard working middle class like me who don&#39;t qualify for those benefits,sad party clear biden team got trump convicted cuz scared become president unfair dirty american politics savage embarrassed living usa actually researching place retire future america land free still pay lot money even retire ease lifeto honest make want vote trump convicted say fu baby boomer democrat destroying beautiful country team republican democrat team public opinioni base choice live daily trump president everything seem calm world price lower tax steady much hardcore war biden president food price gone nothing immigrant seen much coming rapidly barely take care citizen let alone rapidly welcoming immigrant come another mouth help n feed biden president many chaos war happening around world crazy definitely feel democrat biden team getting richer average middle class trying poor zone even poor might better cuz get free government cheese obama hilary biden like support section people fair hard working middle class qualify benefit
4234,"😅Seriously?! Conversation between 2 candidates to American presidential: 😑<br><br>Trump:&quot;You are childish!&quot;<br>Biden: &quot;No you are&quot; <br>🙄😑😅<br><br>B: &quot;You said that....&quot;<br>T: &quot;No I didn&#39;t, It&#39;s a lie<br>B: &quot;no, you are lying&quot; <br><br>B: &quot;you did that...&quot;<br>T: &quot; no, I didn&#39;t&quot;<br><br>🙄😑",seriously conversation candidate american presidential trumpyou childishbiden b said thatt lieb lying b thatt
4235,"When Trump Said &quot;Joe our country is being destroyed as you and I sit up here  wasting time in this debate, This shouldn&#39;t be a debate&quot; heartfelt concern indeed 😅",trump said joe country destroyed sit wasting time debate debate heartfelt concern indeed
4236,Bye bye Biden! TRUMP 2024❤❤❤💯🇺🇸🇺🇸🇺🇸,bye bye biden trump
4237,“They take the life of the child after birth” ummmmm,take life child birth ummmmm
4238,Train is coming no more stopping! TRUMP 2024!💯❤️❤️❤️,train coming stopping trump
4239,"Joe &quot;the Idea,, Biden",joe idea biden
4240,"Trump Said He Wanted Clean Water But Flint Is Still Without Water... 🤷🏽<br>Joe Said That America Is Number 1 Polluter In The World That&#39;s False, China Is... 🤷🏽",trump said wanted clean water flint still without water joe said america number polluter world false china
4241,Humpty Dumpty sat on a wall<br>Humpty Dumpty had a great fall<br>All the king’s horses and all the king’s men<br>Couldn’t put Humpty together again,humpty dumpty sat wall humpty dumpty great fall king horse king men could put humpty together
4242,"That&#39;s actually a pretty good system, a fair coin toss to decide positions, no audience, and microphones muted between answers.<br>Here in the UK, its a sham, we get a bias channel who conveniently decides the positioning, who allows the two main leaders to talk over each other and achieve nothing and a hand-picked totally one-sided audience! 😢",actually pretty good system fair coin toss decide position audience microphone muted answershere uk sham get bias channel conveniently decides positioning allows two main leader talk achieve nothing handpicked totally onesided audience
4243,Why’s trumps time seems short then Bidens,trump time seems short bidens
4245,The world correcting trump : The US became a 3rd world nation when Trump was voted in. Biden inherited a joke.,world correcting trump u became rd world nation trump voted biden inherited joke
4246,Who is Al Bagdaddy?,al bagdaddy
4247,Trump when he starts talking: 🖐👌🤌🫳🫴🤏,trump start talking
4248,"It’s not that Biden is too cowardly, but that Wall Street financial capital is too cowardly. They want nothing more than to make more money all day long.",biden cowardly wall street financial capital cowardly want nothing make money day long
4249,"What has the world come down to? The most powerful nation on this planet has not one able and capable person to lead. Seems like integrity, wisdom and hope are a thing of the past. Sad !",world come powerful nation planet one able capable person lead seems integrity wisdom hope thing past sad
4250,"Trump, Trumped Biden. It&#39;s just the abortion I biblically cannot support, but I liked  how Trump Roasted Biden on how he let everyone on this country.",trump trumped biden abortion biblically not support liked trump roasted biden let everyone country
4251,Biden doesn&#39;t see swastikas in ukraine tho😅,biden see swastika ukraine though
4252,Prof Biden got to hit clearity tho😅,prof biden got hit clearity though
4253,17 million views and thats just WSJ’s uploading. Many many people viewed this debate,million view wsjs uploading many many people viewed debate
4254,"funny how the huge crowds at every trump rally is ignored, yet every good detective will include pictures and videos to back up their claims",funny huge crowd every trump rally ignored yet every good detective include picture video back claim
4255,Biden just lost the nation…,biden lost nation
4256,I hope the left now realize that these new rules for debates are hurting Biden. The reason why Biden didn&#39;t look as bad in their first debate is because Trump didn&#39;t let him speak half the time. Here Trump has no choice but to let him speak and with every sentence that comes out of Biden&#39;s mouth he buries himself deeper and deeper.,hope left realize new rule debate hurting biden reason biden look bad first debate trump let speak half time trump choice let speak every sentence come bidens mouth buries deeper deeper
4257,I was making money when trump was president,making money trump president
4258,15000 new jobs?,new job
4259,Biden : it’s ityhbvn,biden ityhbvn
4260,I was in the comments sections before i even started the video. And you guys did not disappoint,comment section even started video guy disappoint
4261,At least the old man Biden answered the initial question. TRUMP talked about what he felt like 😂.,least old man biden answered initial question trump talked felt
4262,This is funny 😂,funny
4263,THE IDEA,idea
4264,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1346"">22:26</a> “Brandon just speak to them”. 😂😂i’m Dead!",brandon speak dead
4265,As a non American I&#39;m excited for this nonsense. I need some entertainment,non american excited nonsense need entertainment
4266,"I love the way Dana says &quot;Idaho&quot; at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=798"">13:18</a>.",love way dana say idaho
4267,Trump is on record saying he doesn&#39;t like his war heroes captured in reference to John McCain. So much so that he wasn&#39;t allowed to attend his funeral. And you want us to believe you didn&#39;t say suckers and losers 😂.,trump record saying war hero captured reference john mccain much allowed attend funeral want u believe say sucker loser
4268,“The idea”- Biden. New drinking game for next debate. (Annoyed of hearing it every time he spoke),idea biden new drinking game next debate annoyed hearing every time spoke
4269,"We Iranians love <a href=""http://www.youtube.com/results?search_query=%23trump"">#Trump</a> because he does not pay ransom to dictators and Muslims.❤",iranian love trump pay ransom dictator muslim
4270,IRAN love 🎉😮❤,iran love
4271,‘Rules’ for a debate my lord the left are going to make sure nothing goes trumps way🤧🤧 absolute shambles,rule debate lord left going make sure nothing go trump way absolute shamble
4272,Why would president  Biden debate formal president Trump😅😅😅,would president biden debate formal president trump
4273,Why would president  Biden debate formal president Trump😅😅😅,would president biden debate formal president trump
4274,There’s something wrong with this video Biden’s nose isn’t getting longer,something wrong video bidens nose getting longer
4275,"I used to be on Trump&#39;s side since even Obama did not elected the second time. I even wanted to write a song for him to help election time. After Biden recognize Armenian Genocide, first president that did not lie, that he is going to recognize and after did not recognize like others. I never can forget and allways will be thankfull for that. Thank you thank you thank you mr. Biden God bless you. And when i heard that mr. Trump is talking about Biden, son, that is so shamefull to hit the person under the belt. He&#39;s son is not a politician, why you remembered him. That is not takes you higher. If someone is doing something like that, it means he can do almost everything for president chair on my opinion. I still have a respect to trump for other things and i would be on his side, if his oponent wouldn&#39;t be mr Biden. But as much as Biden in politics i will suport him. And it&#39;s very important to be very clear election,  to show peoples opinion. Because otherwise can happen things that is not exepted, understanded and much more.....<br>Who ever is winning it should be real on my opinion to go forward and not get back or put the world under the risk.",used trump side since even obama elected second time even wanted write song help election time biden recognize armenian genocide first president lie going recognize recognize others never forget allways thankfull thank thank thank mr biden god bless heard mr trump talking biden son shamefull hit person belt son politician remembered take higher someone something mean almost everything president chair opinion still respect trump thing would side oponent would mr biden much biden politics suport important clear election show people opinion otherwise happen thing exepted understanded much morewho ever winning real opinion go forward get back put world risk
4276,Our economy is so bad now that 2  aged seniors have to be fighting for just a termed position.,economy bad aged senior fighting termed position
4277,He said &quot;small black businesses &quot; lol,said small black business lol
4278,"Trump said his retribution will be success, meaning tax cuts, lowering fuel costs, probably building the border wall, kicking out the illegal immigrants who already have criminal records from their home countries, creating new jobs, negotiating with Putin and Zelenski to end that war, bringing inflation down, etc., not going after his political opponents.",trump said retribution success meaning tax cut lowering fuel cost probably building border wall kicking illegal immigrant already criminal record home country creating new job negotiating putin zelenski end war bringing inflation etc going political opponent
4279,The sad part is that this is not a sitcom its REALITY! ☝️☝️☝️,sad part sitcom reality
4280,Idiocracy is here.,idiocracy
4281,Thirty three minutes in and I think Biden&#39;s acting like a proper statesman and doing a great job and countering all of Trumps balderdash.,thirty three minute think bidens acting proper statesman great job countering trump balderdash
4282,Somewhere in the universe aliens understand Biden&#39;s mumblings.,somewhere universe alien understand bidens mumbling
4283,You wouldn’t think it was real. But it is. And now not just the USA has a huge problem…,would think real usa huge problem
4284,uncle Joe leaving without say goodbye to Americans people?,uncle joe leaving without say goodbye american people
4285,I do believe Putin would have  not started a war if Trump was the USA president.,believe putin would started war trump usa president
4286,This was a bunch of malarkey…!,bunch malarkey
4288,I read the report where presidential historians voted Trump the worst American president of all time.  Biden was completely correct when he referred to their decision.,read report presidential historian voted trump worst american president time biden completely correct referred decision
4289,No American flags on a presidential debate…. Plenty of CNN logos… lol 😂.  What a joke !,american flag presidential debate plenty cnn logo lol joke
4290,Saleinsky if you will,saleinsky
4291,Trump: Cuts in<br>Biden:😮,trump cut inbiden
4292,i want to come to Amerika onley to se how it feel to be deported 😅,want come amerika onley se feel deported
4293,Wait they’re giving more time to Trump rather than Biden😂,wait giving time trump rather biden
4294,What exactly i the presidency if a man like biden held that position for four years?,exactly presidency man biden held position four year
4295,Biden for 90% of the debate: 😯,biden debate
4296,"Trump is right .. America it&#39;s a joke at this point.<br>How can any country be respected with a president like this? guy looks like a zombie... he can&#39;t even articulate, without reading, his notes...",trump right america joke pointhow country respected president guy look zombie not even articulate without reading note
4297,"People should decide now who are to lead?<br>If they can’t, then well it is what they have decided to live with in the next four years and it can be worse. God knows than us all why he will allow only these two to contest",people decide leadif not well decided live next four year worse god know u allow two contest
4298,"&quot;...tens of millions of Americans who are likely to vote for president Trump will be voting against American democracy. The more they know about what he&#39;s done, yes the more they know about what he&#39;s done and THERE&#39;S A LOT MORE COMING he&#39;s got a lot of cases around the road coming around he&#39;s got a whole range of issues he has to face I don&#39;t know what the juries will do but I knew and I do know he has a real problem and so the fact that...&quot;--Joe Biden admitting to lawfare.<br><br>&quot;...THERE&#39;S A LOT MORE COMING he&#39;s got a lot of cases around the road coming around he&#39;s got a whole range of issues he has to face...&quot;--Joe Biden fully admitting to lawfare against President Trump.",ten million american likely vote president trump voting american democracy know done yes know done lot coming got lot case around road coming around got whole range issue face know jury knew know real problem fact thatjoe biden admitting lawfarethere lot coming got lot case around road coming around got whole range issue facejoe biden fully admitting lawfare president trump
4299,trump just let doipey joe talk easy,trump let doipey joe talk easy
4300,"Both should be not allowed to contest, age has taken toll of both. Trump is still untrustworthy.<br>Biden is slow in what he wants to say and leaves a lot of ambiguity",allowed contest age taken toll trump still untrustworthybiden slow want say leaf lot ambiguity
4301,Trump 2024,trump
4302,"When did babbling become a legit sport? Biden is gold on this. <br>I&#39;m not voting for either, but at least Trump is alive.",babbling become legit sport biden gold voting either least trump alive
4303,Trump 100%<br>Biden 0%,trump biden
4304,President Cartman I mean Trump.,president cartman mean trump
4305,CNN IS A USELESS NEWS NETWORK AS IS MOST MSM.,cnn useless news network msm
4306,If you listen carefully you can hear Joe thinking,listen carefully hear joe thinking
